uid|body|link|title|newspaper_uid|host|n_tokenize_title|n_tokenize_body
71fd0c6a6a3644d99c44d6554236d3c0|A strong smell of gas was detected in the building before the incident. An electrician called to inspect the boilers was killed in the explosion|https://english.elpais.com/spanish_news/2021-01-21/madrid-blast-claims-fourth-victim.html|Madrid blast claims fourth victim|elpais|english.elpais.com|5|24
daf428f18af03f5463b39c55d6753671|José Bergamín era el desasosiego y la burla hechas fuego, un indiscutible problema para la gazmoña banda franquista, que le forzó a exilarse varias veces en su larga vida|https://elpais.com/babelia/2021-01-21/esperando-la-mano-de-nieve.html|Esperando la mano de nieve|elpais|elpais.com|3|17
ce79c378adb61b479b2f3ca1c7083c0f|El futuro de la cooperación en seguridad y narcotráfico va a condicionar el resto de la agenda bilateral, ya no la relación personal entre los jefes de Estado|https://elpais.com/mexico/opinion/2021-01-21/la-nueva-normalidad-entre-mexico-y-estados-unidos.html|La “nueva normalidad” entre México y Estados Unidos  |elpais|elpais.com|4|12
217aaaa3f6dabfc48e4ad6455ddd9494|The decision means Iñaki Urdangarin, who was sentenced to five years for embezzlement, will only have to spend the nights of Monday through Thursday in jail|https://english.elpais.com/spanish_news/2021-01-21/spanish-kings-brother-in-law-granted-flexible-prison-scheme.html|Spanish king’s brother-in-law granted open prison regime|elpais|english.elpais.com|7|26
38ff767b8c197191471d57ba0d37edc2|Venezuela pretende aumentar la producción hasta 800.000 barriles diarios tras años de expolio y mala gestión |https://elpais.com/internacional/2021-01-22/maduro-se-vuelca-en-la-busqueda-de-inversores-internacionales-para-reactivar-la-industria-petrolera.html|Maduro se vuelca en la búsqueda de inversores internacionales para reactivar la industria petrolera    |elpais|elpais.com|8|11
da248c6f6f4beac97ec5c91ec723f230|El Tesoro estrecha el cerco sobre la red de Alex Saab y congela los activos financieros de tres socios cercanos: el italiano Alessandro Bazzoni, el suizo Phillip Apikian y el venezolano Francisco D’Agostino|https://elpais.com/internacional/2021-01-19/ee-uu-sanciona-a-tres-miembros-clave-de-la-trama-que-comercializa-petroleo-venezolano.html|EE UU sanciona a tres miembros clave de la trama que comercializa petróleo venezolano|elpais|elpais.com|10|22
9692ff03a42c7594e86b1b718a4a387e|El trabajo sobre la línea divisoria que separa México de Centroamérica, una zona que ha sido ignorada por décadas, es reconocido como Mejor Proyecto de Periodismo Digital por su “hermosa presentación y uso de imágenes y texto”|https://elpais.com/mexico/2020-10-27/la-frontera-desconocida-de-america-de-el-pais-y-el-faro-ganadora-de-los-premios-digital-media-latam.html| ‘La frontera desconocida de América’, de EL PAÍS y ‘El Faro’, ganadora de los Premios Digital Media LATAM|elpais|elpais.com|10|20
e6bdc85d69b6fbd0ee83394cfae27e1b|La Fundación García Márquez reconoce el trabajo ‘Frontera Sur’, realizado en alianza con ‘El Faro’, por ir más allá del cubrimiento tradicional y “poner rostro y corazón a las comunidades de una región olvidada” |https://elpais.com/cultura/2021-01-22/el-pais-gana-el-premio-gabo-a-la-mejor-cobertura-con-una-serie-de-reportajes-sobre-la-frontera-sur-de-mexico.html|EL PAÍS gana el Premio Gabo a la mejor cobertura con una serie de reportajes sobre la frontera sur de México |elpais|elpais.com|11|20
c3148add3c8204eb855b8ad479a3c69c|Los propios científicos se hacen un lío con la nomenclatura de las variantes del virus|https://elpais.com/opinion/2021-01-20/lexicografia-del-coronavirus.html|Lexicografía del coronavirus|elpais|elpais.com|2|7
a365e0f463bcfbb0b58f0bb217440313|El club descarta la destitución de Zidane tras caer contra el Alcoyano, pero fija el verano para zanjar el postergado relevo generacional que llevó a la emigración de talento joven|https://elpais.com/deportes/2021-01-21/el-real-madrid-asume-el-fin-de-ciclo.html|El Real Madrid asume el fin de ciclo|elpais|elpais.com|5|17
74d6f51cccf328e0600e8a26f32dd195|El demócrata comienza su mandato con medidas contundentes que deshacen el legado contra la inmigración del exmandatario|https://elpais.com/internacional/elecciones-usa/2021-01-21/biden-condena-el-muro-de-trump-al-olvido.html|Biden condena el muro de Trump al olvido|elpais|elpais.com|5|9
37a9fea1979eb09075d7926b02765425|Un heroico conjunto de Segunda B, con diez en el tramo final, desnuda en la prórroga a su ilustre rival, que ni con los suplentes primero ni con los titulares después le pudo derrotar|https://elpais.com/deportes/2021-01-20/gatillazo-del-madrid-ante-el-alcoyano.html|Gatillazo del Madrid ante el Alcoyano|elpais|elpais.com|3|17
b455dfeac1a89b52c15a12b8685d6cdc|La estructura del edificio ha quedado muy dañada. “Está claro que ha habido una deflagración por una gran acumulación de bolsa de gas”, ha dicho el concejal de Obras, Mariano Fuentes|https://elpais.com/espana/madrid/2021-01-21/uno-de-los-curas-que-se-salvo-de-la-explosion-fue-todo-rapidisimo-no-paraba-de-salir-humo-del-ascensor.html|Uno de los curas que se salvó de la explosión: “Fue todo rapidísimo. No paraba de salir humo del ascensor”|elpais|elpais.com|8|15
8d4085eb1766c9df51484831a4255399|El ente mundial anuncia que excluirá de sus torneos a clubes y jugadores que participen en el proyecto que lidera Florentino Pérez|https://elpais.com/deportes/2021-01-21/la-fifa-avisa-de-que-no-reconoceria-la-superliga-impulsada-por-algunos-clubes-europeos.html|La FIFA se alía con la UEFA y amenaza a quienes formen la Superliga|elpais|elpais.com|6|12
12274d2ea2d52e35112c89913d54515f|El intérprete argentino, estrella del cine francés tras ’120 pulsaciones por minuto’, da vida a un preso judío que enseña falso farsi a un oficial nazi en ‘El profesor de persa’|https://elpais.com/cultura/2021-01-21/nahuel-perez-biscayart-actuar-no-es-politico-ni-protocolario-es-desaparecer.html|Nahuel Pérez Biscayart: “Actuar no es político ni protocolario, es desaparecer”|elpais|elpais.com|7|19
dcb0e306ab89af0a35670e2e6b737a85|La quinta operación de espalda aumenta otra vez las dudas sobre el futuro del legendario golfista, que a los 45 años lucha contra su débil estado físico|https://elpais.com/deportes/2021-01-20/tiger-woods-cae-de-nuevo.html|Tiger Woods cae de nuevo|elpais|elpais.com|4|13
797dc5c446b694fa13ff0001592529a7|‘El hombre melancólico’ es una de las pinturas más relevantes para entender la relación entre arte, locura y ciencia médica|https://elpais.com/ciencia/2021-01-21/un-cientifico-espanol-descubre-un-cuadro-inedito-de-las-monomanias-de-gericault-perdido-hace-200-anos.html|Un científico español descubre un cuadro inédito de las ‘Monomanías’ de Géricault perdido hace 200 años|elpais|elpais.com|10|10
